ID;Date octroi;Nom;Prénom;Principal FC;Taux;Durée;Intérêt FC;Total FC;Remboursé FC;Solde FC;Échéance;Statut
116;2025-07-01;Mukendi61;Jean61;1231000.0;10.0%;9 mois;92325.0;1323325.0;393282.0;930043.0;2026-01-15;en_retard
181;2025-07-01;Mukendi61;Jean61;1251455.0;10.0%;7 mois;73001.0;1324456.0;447180.0;877276.0;2026-01-15;en_retard
316;2025-07-01;Mukendi61;Jean61;1352068.0;10.0%;10 mois;112672.0;1464740.0;574566.0;890174.0;2027-06-01;actif
387;2025-07-01;Mukendi61;Jean61;1589966.0;10.0%;9 mois;119247.0;1709213.0;545209.0;1164004.0;2027-06-01;actif
208;2025-07-01;Mukendi62;Jean62;1137798.0;10.0%;15 mois;142224.0;1280022.0;41158.0;1238864.0;2026-01-15;en_retard
297;2025-07-01;Mukendi62;Jean62;409189.0;10.0%;5 mois;17049.0;426238.0;81625.0;344613.0;2026-01-15;en_retard
444;2025-07-01;Mukendi62;Jean62;1991282.0;10.0%;4 mois;66376.0;2057658.0;139849.0;1917809.0;2027-06-01;actif
107;2025-07-01;Mukendi63;Jean63;1245434.0;10.0%;8 mois;83028.0;1328462.0;585549.0;742913.0;2026-01-15;en_retard
126;2025-07-01;Mukendi63;Jean63;538624.0;10.0%;11 mois;49373.0;587997.0;157444.0;430553.0;2026-01-15;en_retard
483;2025-07-01;Mukendi63;Jean63;569740.0;10.0%;13 mois;61721.0;631461.0;227671.0;403790.0;2027-06-01;actif
60;2025-07-01;Mukendi64;Jean64;1763898.0;10.0%;15 mois;220487.0;1984385.0;868485.0;1115900.0;2026-01-15;en_retard
218;2025-07-01;Mukendi64;Jean64;729634.0;10.0%;8 mois;48642.0;778276.0;376635.0;401641.0;2026-01-15;en_retard
229;2025-07-01;Mukendi64;Jean64;75601.0;10.0%;17 mois;10710.0;86311.0;32612.0;53699.0;2026-01-15;en_retard
367;2025-07-01;Mukendi64;Jean64;327953.0;10.0%;11 mois;30062.0;358015.0;72146.0;285869.0;2027-06-01;actif
368;2025-07-01;Mukendi65;Jean65;79785.0;10.0%;6 mois;3989.0;83774.0;39572.0;44202.0;2027-06-01;actif
25;2025-07-01;Mukendi67;Jean67;1346254.0;10.0%;7 mois;78531.0;1424785.0;88406.0;1336379.0;2026-01-15;en_retard
377;2025-07-01;Mukendi67;Jean67;1634364.0;10.0%;6 mois;81718.0;1716082.0;55074.0;1661008.0;2027-06-01;actif
16;2025-07-01;Mukendi68;Jean68;1319584.0;10.0%;15 mois;164948.0;1484532.0;284424.0;1200108.0;2026-01-15;en_retard
103;2025-07-01;Mukendi68;Jean68;1159437.0;10.0%;4 mois;38647.0;1198084.0;73807.0;1124277.0;2026-01-15;en_retard
148;2025-07-01;Mukendi68;Jean68;1679008.0;10.0%;16 mois;223867.0;1902875.0;339121.0;1563754.0;2026-01-15;en_retard
193;2025-07-01;Mukendi68;Jean68;1320044.0;10.0%;10 mois;110003.0;1430047.0;625329.0;804718.0;2026-01-15;en_retard
46;2025-07-01;Mukendi69;Jean69;647010.0;10.0%;11 mois;59309.0;706319.0;216480.0;489839.0;2026-01-15;en_retard
165;2025-07-01;Mukendi69;Jean69;161327.0;10.0%;17 mois;22854.0;184181.0;85820.0;98361.0;2026-01-15;en_retard
167;2025-07-01;Mukendi69;Jean69;1440373.0;10.0%;14 mois;168043.0;1608416.0;113132.0;1495284.0;2026-01-15;en_retard
200;2025-07-01;Mukendi69;Jean69;916216.0;10.0%;10 mois;76351.0;992567.0;389213.0;603354.0;2026-01-15;en_retard
385;2025-07-01;Mukendi69;Jean69;752477.0;10.0%;11 mois;68977.0;821454.0;140030.0;681424.0;2027-06-01;actif
474;2025-07-01;Mukendi69;Jean69;474066.0;10.0%;13 mois;51357.0;525423.0;66695.0;458728.0;2027-06-01;actif
191;2025-07-01;Mukendi70;Jean70;368677.0;10.0%;9 mois;27650.0;396327.0;27989.0;368338.0;2026-01-15;en_retard
293;2025-07-01;Mukendi70;Jean70;290040.0;10.0%;3 mois;7251.0;297291.0;146702.0;150589.0;2026-01-15;en_retard
442;2025-07-01;Mukendi70;Jean70;346195.0;10.0%;16 mois;46159.0;392354.0;44053.0;348301.0;2027-06-01;actif
178;2025-07-01;Mukendi71;Jean71;523081.0;10.0%;7 mois;30513.0;553594.0;179194.0;374400.0;2026-01-15;en_retard
27;2025-07-01;Mukendi72;Jean72;979374.0;10.0%;7 mois;57130.0;1036504.0;68827.0;967677.0;2026-01-15;en_retard
336;2025-07-01;Mukendi72;Jean72;1865461.0;10.0%;3 mois;46636.0;1912097.0;246668.0;1665429.0;2027-06-01;actif
448;2025-07-01;Mukendi72;Jean72;922881.0;10.0%;18 mois;138432.0;1061313.0;133056.0;928257.0;2027-06-01;actif
12;2025-07-01;Mukendi73;Jean73;1022558.0;10.0%;7 mois;59649.0;1082207.0;175715.0;906492.0;2026-01-15;en_retard
38;2025-07-01;Mukendi73;Jean73;1033979.0;10.0%;3 mois;25849.0;1059828.0;515827.0;544001.0;2026-01-15;en_retard
211;2025-07-01;Mukendi73;Jean73;1017515.0;10.0%;8 mois;67834.0;1085349.0;442983.0;642366.0;2026-01-15;en_retard
249;2025-07-01;Mukendi73;Jean73;945596.0;10.0%;13 mois;102439.0;1048035.0;136136.0;911899.0;2026-01-15;en_retard
291;2025-07-01;Mukendi73;Jean73;630176.0;10.0%;13 mois;68269.0;698445.0;231271.0;467174.0;2026-01-15;en_retard
382;2025-07-01;Mukendi73;Jean73;1994526.0;10.0%;17 mois;282557.0;2277083.0;801120.0;1475963.0;2027-06-01;actif
40;2025-07-01;Mukendi74;Jean74;1302007.0;10.0%;10 mois;108500.0;1410507.0;7568.0;1402939.0;2026-01-15;en_retard
210;2025-07-01;Mukendi74;Jean74;971811.0;10.0%;15 mois;121476.0;1093287.0;319348.0;773939.0;2026-01-15;en_retard
253;2025-07-01;Mukendi74;Jean74;455915.0;10.0%;3 mois;11397.0;467312.0;30987.0;436325.0;2026-01-15;en_retard
212;2025-07-01;Mukendi75;Jean75;1335835.0;10.0%;4 mois;44527.0;1380362.0;542081.0;838281.0;2026-01-15;en_retard
334;2025-07-01;Mukendi75;Jean75;180884.0;10.0%;14 mois;21103.0;201987.0;71943.0;130044.0;2027-06-01;actif
478;2025-07-01;Mukendi75;Jean75;1315916.0;10.0%;8 mois;87727.0;1403643.0;668990.0;734653.0;2027-06-01;actif
490;2025-07-01;Mukendi75;Jean75;551350.0;10.0%;5 mois;22972.0;574322.0;8351.0;565971.0;2027-06-01;actif
3;2025-07-01;Mukendi76;Jean76;576330.0;10.0%;4 mois;19211.0;595541.0;208877.0;386664.0;2026-01-15;en_retard
121;2025-07-01;Mukendi76;Jean76;515330.0;10.0%;9 mois;38649.0;553979.0;165100.0;388879.0;2026-01-15;en_retard
131;2025-07-01;Mukendi76;Jean76;128373.0;10.0%;15 mois;16046.0;144419.0;10286.0;134133.0;2026-01-15;en_retard
242;2025-07-01;Mukendi76;Jean76;727006.0;10.0%;14 mois;84817.0;811823.0;198673.0;613150.0;2026-01-15;en_retard
104;2025-07-01;Mukendi77;Jean77;213442.0;10.0%;9 mois;16008.0;229450.0;68089.0;161361.0;2026-01-15;en_retard
379;2025-07-01;Mukendi77;Jean77;1048802.0;10.0%;10 mois;87400.0;1136202.0;398249.0;737953.0;2027-06-01;actif
416;2025-07-01;Mukendi77;Jean77;890150.0;10.0%;4 mois;29671.0;919821.0;331492.0;588329.0;2027-06-01;actif
35;2025-07-01;Mukendi78;Jean78;817103.0;10.0%;16 mois;108947.0;926050.0;136213.0;789837.0;2026-01-15;en_retard
173;2025-07-01;Mukendi78;Jean78;749546.0;10.0%;18 mois;112431.0;861977.0;206254.0;655723.0;2026-01-15;en_retard
273;2025-07-01;Mukendi78;Jean78;1529050.0;10.0%;13 mois;165647.0;1694697.0;744321.0;950376.0;2026-01-15;en_retard
182;2025-07-01;Mukendi79;Jean79;1957853.0;10.0%;13 mois;212100.0;2169953.0;941976.0;1227977.0;2026-01-15;en_retard
185;2025-07-01;Mukendi79;Jean79;1493956.0;10.0%;7 mois;87147.0;1581103.0;450955.0;1130148.0;2026-01-15;en_retard
286;2025-07-01;Mukendi79;Jean79;142337.0;10.0%;5 mois;5930.0;148267.0;43684.0;104583.0;2026-01-15;en_retard
15;2025-07-01;Mukendi80;Jean80;714541.0;10.0%;12 mois;71454.0;785995.0;372471.0;413524.0;2026-01-15;en_retard
383;2025-07-01;Mukendi80;Jean80;1162022.0;10.0%;4 mois;38734.0;1200756.0;102093.0;1098663.0;2027-06-01;actif
188;2025-07-01;Mukendi81;Jean81;1810606.0;10.0%;7 mois;105618.0;1916224.0;762398.0;1153826.0;2026-01-15;en_retard
331;2025-07-01;Mukendi81;Jean81;678590.0;10.0%;12 mois;67859.0;746449.0;227922.0;518527.0;2027-06-01;actif
338;2025-07-01;Mukendi81;Jean81;1542697.0;10.0%;15 mois;192837.0;1735534.0;425756.0;1309778.0;2027-06-01;actif
65;2025-07-01;Mukendi82;Jean82;382632.0;10.0%;4 mois;12754.0;395386.0;195225.0;200161.0;2026-01-15;en_retard
70;2025-07-01;Mukendi83;Jean83;81599.0;10.0%;8 mois;5439.0;87038.0;18094.0;68944.0;2026-01-15;en_retard
114;2025-07-01;Mukendi83;Jean83;1821787.0;10.0%;14 mois;212541.0;2034328.0;432373.0;1601955.0;2026-01-15;en_retard
129;2025-07-01;Mukendi83;Jean83;1712840.0;10.0%;18 mois;256926.0;1969766.0;181301.0;1788465.0;2026-01-15;en_retard
203;2025-07-01;Mukendi83;Jean83;1867758.0;10.0%;17 mois;264599.0;2132357.0;517543.0;1614814.0;2026-01-15;en_retard
283;2025-07-01;Mukendi83;Jean83;350511.0;10.0%;6 mois;17525.0;368036.0;135304.0;232732.0;2026-01-15;en_retard
467;2025-07-01;Mukendi83;Jean83;532477.0;10.0%;6 mois;26623.0;559100.0;170987.0;388113.0;2027-06-01;actif
269;2025-07-01;Mukendi84;Jean84;1726747.0;10.0%;14 mois;201453.0;1928200.0;69429.0;1858771.0;2026-01-15;en_retard
309;2025-07-01;Mukendi84;Jean84;1704188.0;10.0%;13 mois;184620.0;1888808.0;475301.0;1413507.0;2027-06-01;actif
260;2025-07-01;Mukendi85;Jean85;765887.0;10.0%;15 mois;95735.0;861622.0;379792.0;481830.0;2026-01-15;en_retard
303;2025-07-01;Mukendi85;Jean85;1764300.0;10.0%;9 mois;132322.0;1896622.0;747528.0;1149094.0;2027-06-01;actif
499;2025-07-01;Mukendi85;Jean85;1593002.0;10.0%;4 mois;53100.0;1646102.0;539740.0;1106362.0;2027-06-01;actif
13;2025-07-01;Mukendi86;Jean86;934613.0;10.0%;15 mois;116826.0;1051439.0;74809.0;976630.0;2026-01-15;en_retard
112;2025-07-01;Mukendi86;Jean86;1428944.0;10.0%;8 mois;95262.0;1524206.0;559835.0;964371.0;2026-01-15;en_retard
298;2025-07-01;Mukendi86;Jean86;1183672.0;10.0%;17 mois;167686.0;1351358.0;53190.0;1298168.0;2026-01-15;en_retard
388;2025-07-01;Mukendi86;Jean86;1471277.0;10.0%;8 mois;98085.0;1569362.0;328487.0;1240875.0;2027-06-01;actif
427;2025-07-01;Mukendi86;Jean86;1702091.0;10.0%;4 mois;56736.0;1758827.0;425205.0;1333622.0;2027-06-01;actif
158;2025-07-01;Mukendi87;Jean87;1504994.0;10.0%;6 mois;75249.0;1580243.0;319939.0;1260304.0;2026-01-15;en_retard
318;2025-07-01;Mukendi87;Jean87;486707.0;10.0%;16 mois;64894.0;551601.0;228250.0;323351.0;2027-06-01;actif
78;2025-07-01;Mukendi88;Jean88;1739309.0;10.0%;17 mois;246402.0;1985711.0;768804.0;1216907.0;2026-01-15;en_retard
332;2025-07-01;Mukendi88;Jean88;237249.0;10.0%;3 mois;5931.0;243180.0;80149.0;163031.0;2027-06-01;actif
83;2025-07-01;Mukendi89;Jean89;728807.0;10.0%;17 mois;103247.0;832054.0;144349.0;687705.0;2026-01-15;en_retard
153;2025-07-01;Mukendi89;Jean89;1342309.0;10.0%;17 mois;190160.0;1532469.0;653453.0;879016.0;2026-01-15;en_retard
256;2025-07-01;Mukendi89;Jean89;1225276.0;10.0%;9 mois;91895.0;1317171.0;11846.0;1305325.0;2026-01-15;en_retard
295;2025-07-01;Mukendi89;Jean89;1202103.0;10.0%;13 mois;130227.0;1332330.0;284218.0;1048112.0;2026-01-15;en_retard
10;2025-07-01;Mukendi90;Jean90;731763.0;10.0%;18 mois;109764.0;841527.0;406189.0;435338.0;2026-01-15;en_retard
175;2025-07-01;Mukendi90;Jean90;795281.0;10.0%;12 mois;79528.0;874809.0;123839.0;750970.0;2026-01-15;en_retard
421;2025-07-01;Mukendi91;Jean91;1070271.0;10.0%;5 mois;44594.0;1114865.0;459259.0;655606.0;2027-06-01;actif
7;2025-07-01;Mukendi92;Jean92;805617.0;10.0%;11 mois;73848.0;879465.0;180428.0;699037.0;2026-01-15;en_retard
68;2025-07-01;Mukendi92;Jean92;1911263.0;10.0%;4 mois;63708.0;1974971.0;905610.0;1069361.0;2026-01-15;en_retard
88;2025-07-01;Mukendi93;Jean93;1677424.0;10.0%;10 mois;139785.0;1817209.0;336272.0;1480937.0;2026-01-15;en_retard
98;2025-07-01;Mukendi93;Jean93;512889.0;10.0%;5 mois;21370.0;534259.0;6860.0;527399.0;2026-01-15;en_retard
308;2025-07-01;Mukendi93;Jean93;872244.0;10.0%;8 mois;58149.0;930393.0;366799.0;563594.0;2027-06-01;actif
500;2025-07-01;Mukendi93;Jean93;1912224.0;10.0%;4 mois;63740.0;1975964.0;116356.0;1859608.0;2027-06-01;actif
102;2025-07-01;Mukendi94;Jean94;1715662.0;10.0%;4 mois;57188.0;1772850.0;863652.0;909198.0;2026-01-15;en_retard
443;2025-07-01;Mukendi94;Jean94;1210580.0;10.0%;8 mois;80705.0;1291285.0;459969.0;831316.0;2027-06-01;actif
278;2025-07-01;Mukendi95;Jean95;1696146.0;10.0%;4 mois;56538.0;1752684.0;815572.0;937112.0;2026-01-15;en_retard
44;2025-07-01;Mukendi96;Jean96;512615.0;10.0%;11 mois;46989.0;559604.0;41528.0;518076.0;2026-01-15;en_retard
271;2025-07-01;Mukendi96;Jean96;1363888.0;10.0%;8 mois;90925.0;1454813.0;598717.0;856096.0;2026-01-15;en_retard
135;2025-07-01;Mukendi97;Jean97;163514.0;10.0%;12 mois;16351.0;179865.0;68731.0;111134.0;2026-01-15;en_retard
169;2025-07-01;Mukendi97;Jean97;1116486.0;10.0%;6 mois;55824.0;1172310.0;330779.0;841531.0;2026-01-15;en_retard
180;2025-07-01;Mukendi97;Jean97;1142024.0;10.0%;10 mois;95168.0;1237192.0;437605.0;799587.0;2026-01-15;en_retard
205;2025-07-01;Mukendi97;Jean97;1560370.0;10.0%;13 mois;169040.0;1729410.0;413296.0;1316114.0;2026-01-15;en_retard
339;2025-07-01;Mukendi97;Jean97;962659.0;10.0%;9 mois;72199.0;1034858.0;347334.0;687524.0;2027-06-01;actif
106;2025-07-01;Mukendi98;Jean98;447327.0;10.0%;9 mois;33549.0;480876.0;137938.0;342938.0;2026-01-15;en_retard
348;2025-07-01;Mukendi98;Jean98;795133.0;10.0%;10 mois;66261.0;861394.0;97408.0;763986.0;2027-06-01;actif
26;2025-07-01;Mukendi99;Jean99;698797.0;10.0%;10 mois;58233.0;757030.0;129707.0;627323.0;2026-01-15;en_retard
177;2025-07-01;Mukendi99;Jean99;1917308.0;10.0%;3 mois;47932.0;1965240.0;581896.0;1383344.0;2026-01-15;en_retard
272;2025-07-01;Mukendi99;Jean99;442962.0;10.0%;6 mois;22148.0;465110.0;226648.0;238462.0;2026-01-15;en_retard
285;2025-07-01;Mukendi99;Jean99;1546689.0;10.0%;6 mois;77334.0;1624023.0;4309.0;1619714.0;2026-01-15;en_retard
380;2025-07-01;Mukendi99;Jean99;1045286.0;10.0%;11 mois;95817.0;1141103.0;152200.0;988903.0;2027-06-01;actif
424;2025-07-01;Mukendi99;Jean99;182105.0;10.0%;12 mois;18210.0;200315.0;65494.0;134821.0;2027-06-01;actif
179;2025-07-01;Mukendi10;Jean100;1427685.0;10.0%;7 mois;83281.0;1510966.0;92059.0;1418907.0;2026-01-15;en_retard
404;2025-07-01;Mukendi10;Jean100;424220.0;10.0%;18 mois;63633.0;487853.0;28424.0;459429.0;2027-06-01;actif
24;2025-07-01;Mukendi10;Jean101;1148871.0;10.0%;5 mois;47869.0;1196740.0;108976.0;1087764.0;2026-01-15;en_retard
146;2025-07-01;Mukendi10;Jean101;1417864.0;10.0%;9 mois;106339.0;1524203.0;588426.0;935777.0;2026-01-15;en_retard
143;2025-07-01;Mukendi10;Jean102;600623.0;10.0%;5 mois;25025.0;625648.0;208942.0;416706.0;2026-01-15;en_retard
438;2025-07-01;Mukendi10;Jean102;729969.0;10.0%;6 mois;36498.0;766467.0;358659.0;407808.0;2027-06-01;actif
494;2025-07-01;Mukendi10;Jean103;437859.0;10.0%;14 mois;51083.0;488942.0;164314.0;324628.0;2027-06-01;actif
92;2025-07-01;Mukendi10;Jean104;1394072.0;10.0%;13 mois;151024.0;1545096.0;115830.0;1429266.0;2026-01-15;en_retard
232;2025-07-01;Mukendi10;Jean104;976679.0;10.0%;5 mois;40694.0;1017373.0;315210.0;702163.0;2026-01-15;en_retard
489;2025-07-01;Mukendi10;Jean104;507192.0;10.0%;7 mois;29586.0;536778.0;187907.0;348871.0;2027-06-01;actif
150;2025-07-01;Mukendi10;Jean105;938229.0;10.0%;14 mois;109460.0;1047689.0;182613.0;865076.0;2026-01-15;en_retard
190;2025-07-01;Mukendi10;Jean105;686167.0;10.0%;17 mois;97206.0;783373.0;390914.0;392459.0;2026-01-15;en_retard
266;2025-07-01;Mukendi10;Jean105;1995716.0;10.0%;4 mois;66523.0;2062239.0;875671.0;1186568.0;2026-01-15;en_retard
374;2025-07-01;Mukendi10;Jean105;1665578.0;10.0%;15 mois;208197.0;1873775.0;249505.0;1624270.0;2027-06-01;actif
480;2025-07-01;Mukendi10;Jean105;1847204.0;10.0%;18 mois;277080.0;2124284.0;453913.0;1670371.0;2027-06-01;actif
255;2025-07-01;Mukendi10;Jean106;918307.0;10.0%;4 mois;30610.0;948917.0;175003.0;773914.0;2026-01-15;en_retard
342;2025-07-01;Mukendi10;Jean106;373521.0;10.0%;12 mois;37352.0;410873.0;175653.0;235220.0;2027-06-01;actif
346;2025-07-01;Mukendi10;Jean106;1853871.0;10.0%;17 mois;262631.0;2116502.0;892766.0;1223736.0;2027-06-01;actif
485;2025-07-01;Mukendi10;Jean106;142744.0;10.0%;4 mois;4758.0;147502.0;61689.0;85813.0;2027-06-01;actif
361;2025-07-01;Mukendi10;Jean107;790115.0;10.0%;12 mois;79011.0;869126.0;151628.0;717498.0;2027-06-01;actif
454;2025-07-01;Mukendi10;Jean107;59584.0;10.0%;10 mois;4965.0;64549.0;6288.0;58261.0;2027-06-01;actif
477;2025-07-01;Mukendi10;Jean107;409035.0;10.0%;13 mois;44312.0;453347.0;57633.0;395714.0;2027-06-01;actif
45;2025-07-01;Mukendi10;Jean108;1361397.0;10.0%;10 mois;113449.0;1474846.0;541704.0;933142.0;2026-01-15;en_retard
349;2025-07-01;Mukendi10;Jean108;1317882.0;10.0%;3 mois;32947.0;1350829.0;606012.0;744817.0;2027-06-01;actif
110;2025-07-01;Mukendi10;Jean109;1901416.0;10.0%;6 mois;95070.0;1996486.0;174912.0;1821574.0;2026-01-15;en_retard
204;2025-07-01;Mukendi10;Jean109;899067.0;10.0%;4 mois;29968.0;929035.0;318730.0;610305.0;2026-01-15;en_retard
399;2025-07-01;Mukendi10;Jean109;1501693.0;10.0%;13 mois;162683.0;1664376.0;269836.0;1394540.0;2027-06-01;actif
115;2025-07-01;Mukendi11;Jean110;1782572.0;10.0%;13 mois;193111.0;1975683.0;637967.0;1337716.0;2026-01-15;en_retard
140;2025-07-01;Mukendi11;Jean110;657719.0;10.0%;15 mois;82214.0;739933.0;77601.0;662332.0;2026-01-15;en_retard
337;2025-07-01;Mukendi11;Jean110;1522666.0;10.0%;15 mois;190333.0;1712999.0;655584.0;1057415.0;2027-06-01;actif
133;2025-07-01;Mukendi11;Jean111;923509.0;10.0%;6 mois;46175.0;969684.0;456018.0;513666.0;2026-01-15;en_retard
345;2025-07-01;Mukendi11;Jean111;334742.0;10.0%;5 mois;13947.0;348689.0;35971.0;312718.0;2027-06-01;actif
413;2025-07-01;Mukendi11;Jean111;897066.0;10.0%;5 mois;37377.0;934443.0;283183.0;651260.0;2027-06-01;actif
471;2025-07-01;Mukendi11;Jean111;353963.0;10.0%;9 mois;26547.0;380510.0;159759.0;220751.0;2027-06-01;actif
53;2025-07-01;Mukendi11;Jean112;1574854.0;10.0%;3 mois;39371.0;1614225.0;244119.0;1370106.0;2026-01-15;en_retard
81;2025-07-01;Mukendi11;Jean112;1222359.0;10.0%;12 mois;122235.0;1344594.0;569097.0;775497.0;2026-01-15;en_retard
375;2025-07-01;Mukendi11;Jean112;1572530.0;10.0%;8 mois;104835.0;1677365.0;221099.0;1456266.0;2027-06-01;actif
403;2025-07-01;Mukendi11;Jean112;195539.0;10.0%;18 mois;29330.0;224869.0;26302.0;198567.0;2027-06-01;actif
17;2025-07-01;Mukendi11;Jean113;1687821.0;10.0%;14 mois;196912.0;1884733.0;784225.0;1100508.0;2026-01-15;en_retard
62;2025-07-01;Mukendi11;Jean113;568336.0;10.0%;4 mois;18944.0;587280.0;104427.0;482853.0;2026-01-15;en_retard
113;2025-07-01;Mukendi11;Jean113;788877.0;10.0%;13 mois;85461.0;874338.0;288401.0;585937.0;2026-01-15;en_retard
11;2025-07-01;Mukendi11;Jean114;1915694.0;10.0%;5 mois;79820.0;1995514.0;399581.0;1595933.0;2026-01-15;en_retard
227;2025-07-01;Mukendi11;Jean114;655616.0;10.0%;8 mois;43707.0;699323.0;61632.0;637691.0;2026-01-15;en_retard
302;2025-07-01;Mukendi11;Jean114;1342506.0;10.0%;14 mois;156625.0;1499131.0;327617.0;1171514.0;2027-06-01;actif
370;2025-07-01;Mukendi11;Jean114;825457.0;10.0%;8 mois;55030.0;880487.0;136971.0;743516.0;2027-06-01;actif
409;2025-07-01;Mukendi11;Jean114;89352.0;10.0%;18 mois;13402.0;102754.0;9755.0;92999.0;2027-06-01;actif
118;2025-07-01;Mukendi11;Jean115;988475.0;10.0%;15 mois;123559.0;1112034.0;205.0;1111829.0;2026-01-15;en_retard
159;2025-07-01;Mukendi11;Jean115;1038157.0;10.0%;3 mois;25953.0;1064110.0;347997.0;716113.0;2026-01-15;en_retard
216;2025-07-01;Mukendi11;Jean115;102244.0;10.0%;8 mois;6816.0;109060.0;29732.0;79328.0;2026-01-15;en_retard
220;2025-07-01;Mukendi11;Jean115;1379746.0;10.0%;14 mois;160970.0;1540716.0;89450.0;1451266.0;2026-01-15;en_retard
276;2025-07-01;Mukendi11;Jean115;1789498.0;10.0%;12 mois;178949.0;1968447.0;226639.0;1741808.0;2026-01-15;en_retard
450;2025-07-01;Mukendi11;Jean115;914092.0;10.0%;10 mois;76174.0;990266.0;491829.0;498437.0;2027-06-01;actif
32;2025-07-01;Mukendi11;Jean116;1373402.0;10.0%;16 mois;183120.0;1556522.0;548887.0;1007635.0;2026-01-15;en_retard
49;2025-07-01;Mukendi11;Jean116;1345472.0;10.0%;17 mois;190608.0;1536080.0;285353.0;1250727.0;2026-01-15;en_retard
306;2025-07-01;Mukendi11;Jean116;700938.0;10.0%;17 mois;99299.0;800237.0;246701.0;553536.0;2027-06-01;actif
434;2025-07-01;Mukendi11;Jean116;1331833.0;10.0%;8 mois;88788.0;1420621.0;619752.0;800869.0;2027-06-01;actif
462;2025-07-01;Mukendi11;Jean116;140843.0;10.0%;6 mois;7042.0;147885.0;6875.0;141010.0;2027-06-01;actif
472;2025-07-01;Mukendi11;Jean116;423420.0;10.0%;15 mois;52927.0;476347.0;97906.0;378441.0;2027-06-01;actif
63;2025-07-01;Mukendi11;Jean117;1592083.0;10.0%;6 mois;79604.0;1671687.0;546453.0;1125234.0;2026-01-15;en_retard
418;2025-07-01;Mukendi11;Jean117;1644785.0;10.0%;12 mois;164478.0;1809263.0;679259.0;1130004.0;2027-06-01;actif
492;2025-07-01;Mukendi11;Jean117;1849193.0;10.0%;3 mois;46229.0;1895422.0;476935.0;1418487.0;2027-06-01;actif
322;2025-07-01;Mukendi11;Jean118;732367.0;10.0%;6 mois;36618.0;768985.0;233421.0;535564.0;2027-06-01;actif
493;2025-07-01;Mukendi11;Jean118;1668655.0;10.0%;7 mois;97338.0;1765993.0;737290.0;1028703.0;2027-06-01;actif
495;2025-07-01;Mukendi11;Jean118;1526189.0;10.0%;3 mois;38154.0;1564343.0;657776.0;906567.0;2027-06-01;actif
100;2025-07-01;Mukendi11;Jean119;1729860.0;10.0%;4 mois;57662.0;1787522.0;378458.0;1409064.0;2026-01-15;en_retard
287;2025-07-01;Mukendi11;Jean119;1914757.0;10.0%;4 mois;63825.0;1978582.0;108111.0;1870471.0;2026-01-15;en_retard
357;2025-07-01;Mukendi12;Jean120;1372595.0;10.0%;5 mois;57191.0;1429786.0;664469.0;765317.0;2027-06-01;actif
360;2025-07-01;Mukendi12;Jean120;1002179.0;10.0%;18 mois;150326.0;1152505.0;347617.0;804888.0;2027-06-01;actif
470;2025-07-01;Mukendi12;Jean120;1277027.0;10.0%;18 mois;191554.0;1468581.0;56978.0;1411603.0;2027-06-01;actif
23;2025-07-01;Mukendi12;Jean121;1200148.0;10.0%;4 mois;40004.0;1240152.0;27645.0;1212507.0;2026-01-15;en_retard
30;2025-07-01;Mukendi12;Jean121;1029775.0;10.0%;11 mois;94396.0;1124171.0;466453.0;657718.0;2026-01-15;en_retard
198;2025-07-01;Mukendi12;Jean121;338385.0;10.0%;8 mois;22559.0;360944.0;50661.0;310283.0;2026-01-15;en_retard
459;2025-07-01;Mukendi12;Jean121;1093364.0;10.0%;8 mois;72890.0;1166254.0;167520.0;998734.0;2027-06-01;actif
481;2025-07-01;Mukendi12;Jean121;1805293.0;10.0%;17 mois;255749.0;2061042.0;292731.0;1768311.0;2027-06-01;actif
39;2025-07-01;Mukendi12;Jean122;678328.0;10.0%;3 mois;16958.0;695286.0;225672.0;469614.0;2026-01-15;en_retard
263;2025-07-01;Mukendi12;Jean122;1971333.0;10.0%;18 mois;295699.0;2267032.0;74571.0;2192461.0;2026-01-15;en_retard
487;2025-07-01;Mukendi12;Jean122;1748098.0;10.0%;6 mois;87404.0;1835502.0;474419.0;1361083.0;2027-06-01;actif
491;2025-07-01;Mukendi12;Jean122;1453069.0;10.0%;12 mois;145306.0;1598375.0;169662.0;1428713.0;2027-06-01;actif
67;2025-07-01;Mukendi12;Jean123;1389073.0;10.0%;12 mois;138907.0;1527980.0;208376.0;1319604.0;2026-01-15;en_retard
162;2025-07-01;Mukendi12;Jean123;1356613.0;10.0%;7 mois;79135.0;1435748.0;700722.0;735026.0;2026-01-15;en_retard
282;2025-07-01;Mukendi12;Jean123;1586040.0;10.0%;12 mois;158604.0;1744644.0;813205.0;931439.0;2026-01-15;en_retard
415;2025-07-01;Mukendi12;Jean123;304182.0;10.0%;14 mois;35487.0;339669.0;87409.0;252260.0;2027-06-01;actif
77;2025-07-01;Mukendi12;Jean124;537954.0;10.0%;13 mois;58278.0;596232.0;292736.0;303496.0;2026-01-15;en_retard
130;2025-07-01;Mukendi12;Jean124;1781629.0;10.0%;6 mois;89081.0;1870710.0;624145.0;1246565.0;2026-01-15;en_retard
170;2025-07-01;Mukendi12;Jean124;1867754.0;10.0%;5 mois;77823.0;1945577.0;195472.0;1750105.0;2026-01-15;en_retard
