ID;Date;Nom;Prénom;Type;Montant FC;Description;Annulé
737;2025-09-11;Mukendi13;Jean130;ordinaire;27633.0;;Non
1155;2025-09-10;Mukendi2;Jean2;urgence;27438.0;;Non
435;2025-09-10;Mukendi7;Jean7;urgence;66278.0;;Non
75;2025-09-10;Mukendi31;Jean31;solidarite;95339.0;;Non
1153;2025-09-10;Mukendi10;Jean102;urgence;81473.0;;Non
1017;2025-09-10;Mukendi10;Jean106;urgence;89374.0;;Non
913;2025-09-10;Mukendi12;Jean121;solidarite;89063.0;;Non
44;2025-09-10;Mukendi13;Jean135;urgence;2025.0;;Non
581;2025-09-10;Mukendi13;Jean135;solidarite;95659.0;;Non
1123;2025-09-09;Mukendi46;Jean46;urgence;82685.0;;Non
584;2025-09-09;Mukendi61;Jean61;urgence;26156.0;;Non
487;2025-09-09;Mukendi12;Jean122;ordinaire;29047.0;;Non
168;2025-09-08;Mukendi50;Jean50;ordinaire;56723.0;;Non
768;2025-09-08;Mukendi78;Jean78;ordinaire;14624.0;;Non
614;2025-09-08;Mukendi99;Jean99;urgence;12101.0;;Non
785;2025-09-08;Mukendi11;Jean115;urgence;73869.0;;Non
475;2025-09-07;Mukendi15;Jean15;ordinaire;93507.0;;Non
1087;2025-09-07;Mukendi20;Jean20;ordinaire;37780.0;;Non
725;2025-09-07;Mukendi52;Jean52;urgence;68862.0;;Non
258;2025-09-07;Mukendi14;Jean144;ordinaire;27896.0;;Non
651;2025-09-06;Mukendi42;Jean42;ordinaire;98057.0;;Non
222;2025-09-06;Mukendi11;Jean119;urgence;38700.0;;Non
772;2025-09-05;Mukendi21;Jean21;ordinaire;77122.0;;Non
362;2025-09-05;Mukendi41;Jean41;solidarite;36755.0;;Non
534;2025-09-05;Mukendi45;Jean45;solidarite;71419.0;;Non
583;2025-09-05;Mukendi45;Jean45;ordinaire;15026.0;;Non
921;2025-09-04;Mukendi18;Jean18;ordinaire;62894.0;;Non
1165;2025-09-04;Mukendi66;Jean66;solidarite;23942.0;;Non
241;2025-09-04;Mukendi10;Jean101;solidarite;2824.0;;Non
409;2025-09-04;Mukendi12;Jean127;solidarite;68861.0;;Non
839;2025-09-03;Mukendi41;Jean41;ordinaire;96942.0;;Non
315;2025-09-03;Mukendi11;Jean111;solidarite;78184.0;;Non
32;2025-09-03;Mukendi13;Jean135;ordinaire;21635.0;;Non
783;2025-09-02;Mukendi63;Jean63;solidarite;47627.0;;Non
591;2025-09-02;Mukendi84;Jean84;ordinaire;75167.0;;Non
1183;2025-09-02;Mukendi12;Jean126;ordinaire;81455.0;;Non
574;2025-09-02;Mukendi13;Jean138;ordinaire;85123.0;;Non
752;2025-09-01;Mukendi29;Jean29;urgence;30937.0;;Non
629;2025-09-01;Mukendi13;Jean139;urgence;24583.0;;Non
359;2025-08-28;Mukendi64;Jean64;urgence;7839.0;;Non
531;2025-08-28;Mukendi10;Jean107;solidarite;50081.0;;Non
224;2025-08-28;Mukendi10;Jean108;solidarite;91480.0;;Non
229;2025-08-27;Mukendi12;Jean12;urgence;80482.0;;Non
4;2025-08-27;Mukendi20;Jean20;urgence;12226.0;;Non
1028;2025-08-27;Mukendi64;Jean64;urgence;27619.0;;Non
313;2025-08-27;Mukendi83;Jean83;urgence;23527.0;;Non
355;2025-08-27;Mukendi13;Jean136;solidarite;32348.0;;Non
1200;2025-08-26;Mukendi37;Jean37;ordinaire;97802.0;;Non
237;2025-08-26;Mukendi69;Jean69;solidarite;22567.0;;Non
618;2025-08-26;Mukendi70;Jean70;solidarite;56194.0;;Non
22;2025-08-26;Mukendi11;Jean118;ordinaire;33742.0;;Non
630;2025-08-26;Mukendi11;Jean118;ordinaire;93847.0;;Non
523;2025-08-26;Mukendi12;Jean125;urgence;12919.0;;Non
515;2025-08-24;Mukendi34;Jean34;ordinaire;63676.0;;Non
840;2025-08-23;Mukendi86;Jean86;urgence;78860.0;;Non
129;2025-08-23;Mukendi11;Jean110;urgence;48472.0;;Non
1113;2025-08-22;Mukendi84;Jean84;ordinaire;95405.0;;Non
499;2025-08-21;Mukendi27;Jean27;solidarite;44914.0;;Non
1075;2025-08-21;Mukendi14;Jean145;urgence;8128.0;;Non
220;2025-08-21;Mukendi14;Jean149;ordinaire;19758.0;;Non
964;2025-08-20;Mukendi43;Jean43;solidarite;44078.0;;Non
1120;2025-08-20;Mukendi72;Jean72;ordinaire;12239.0;;Non
1108;2025-08-20;Mukendi90;Jean90;solidarite;46224.0;;Non
373;2025-08-20;Mukendi11;Jean117;ordinaire;9232.0;;Non
477;2025-08-18;Mukendi96;Jean96;ordinaire;42124.0;;Non
677;2025-08-18;Mukendi11;Jean117;urgence;75140.0;;Non
476;2025-08-17;Mukendi14;Jean143;urgence;43604.0;;Non
850;2025-08-16;Mukendi29;Jean29;solidarite;41416.0;;Non
1154;2025-08-15;Mukendi14;Jean14;urgence;23973.0;;Non
322;2025-08-15;Mukendi19;Jean19;urgence;24218.0;;Non
778;2025-08-15;Mukendi39;Jean39;ordinaire;14848.0;;Non
438;2025-08-15;Mukendi40;Jean40;solidarite;58619.0;;Non
131;2025-08-15;Mukendi69;Jean69;urgence;81728.0;;Non
853;2025-08-15;Mukendi11;Jean114;solidarite;6848.0;;Non
140;2025-08-15;Mukendi12;Jean121;urgence;85659.0;;Non
797;2025-08-14;Mukendi62;Jean62;solidarite;85840.0;;Non
102;2025-08-14;Mukendi10;Jean104;urgence;44369.0;;Non
277;2025-08-13;Mukendi58;Jean58;solidarite;55239.0;;Non
1168;2025-08-13;Mukendi14;Jean147;urgence;33786.0;;Non
1098;2025-08-12;Mukendi37;Jean37;urgence;97458.0;;Non
393;2025-08-12;Mukendi47;Jean47;urgence;66038.0;;Non
1085;2025-08-12;Mukendi84;Jean84;solidarite;63908.0;;Non
398;2025-08-12;Mukendi10;Jean109;urgence;22842.0;;Non
363;2025-08-12;Mukendi11;Jean111;ordinaire;13021.0;;Non
249;2025-08-12;Mukendi13;Jean137;solidarite;18781.0;;Non
507;2025-08-11;Mukendi24;Jean24;ordinaire;25219.0;;Non
1190;2025-08-11;Mukendi30;Jean30;urgence;92520.0;;Non
1080;2025-08-11;Mukendi49;Jean49;solidarite;42652.0;;Non
959;2025-08-10;Mukendi65;Jean65;ordinaire;85454.0;;Non
859;2025-08-10;Mukendi12;Jean121;ordinaire;76066.0;;Non
160;2025-08-10;Mukendi13;Jean133;solidarite;50856.0;;Non
780;2025-08-09;Mukendi53;Jean53;solidarite;60233.0;;Non
876;2025-08-09;Mukendi60;Jean60;urgence;7460.0;;Non
681;2025-08-09;Mukendi63;Jean63;ordinaire;40021.0;;Non
899;2025-08-09;Mukendi10;Jean108;solidarite;50345.0;;Non
133;2025-08-08;Mukendi62;Jean62;solidarite;12359.0;;Non
194;2025-08-08;Mukendi69;Jean69;solidarite;55459.0;;Non
354;2025-08-08;Mukendi72;Jean72;urgence;99617.0;;Non
253;2025-08-08;Mukendi94;Jean94;solidarite;29477.0;;Non
107;2025-08-08;Mukendi13;Jean139;ordinaire;80069.0;;Non
347;2025-08-07;Mukendi46;Jean46;solidarite;29074.0;;Non
14;2025-08-07;Mukendi60;Jean60;urgence;37500.0;;Non
410;2025-08-07;Mukendi67;Jean67;urgence;35116.0;;Non
1109;2025-08-06;Mukendi1;Jean1;ordinaire;66776.0;;Non
573;2025-08-06;Mukendi35;Jean35;urgence;95412.0;;Non
1096;2025-08-06;Mukendi42;Jean42;ordinaire;68388.0;;Non
95;2025-08-06;Mukendi12;Jean129;urgence;56933.0;;Non
896;2025-08-05;Mukendi5;Jean5;ordinaire;90417.0;;Non
997;2025-08-05;Mukendi27;Jean27;ordinaire;7000.0;;Non
692;2025-08-05;Mukendi63;Jean63;solidarite;89635.0;;Non
28;2025-08-05;Mukendi14;Jean142;urgence;87752.0;;Non
92;2025-08-05;Mukendi14;Jean142;ordinaire;33662.0;;Non
225;2025-08-04;Mukendi77;Jean77;solidarite;27111.0;;Non
128;2025-08-04;Mukendi87;Jean87;solidarite;2658.0;;Non
9;2025-08-04;Mukendi95;Jean95;urgence;58422.0;;Non
491;2025-08-04;Mukendi10;Jean105;urgence;44292.0;;Non
310;2025-08-03;Mukendi10;Jean10;ordinaire;58176.0;;Non
710;2025-08-03;Mukendi24;Jean24;ordinaire;1142.0;;Non
270;2025-08-03;Mukendi27;Jean27;urgence;65260.0;;Non
179;2025-08-03;Mukendi14;Jean149;urgence;58132.0;;Non
327;2025-08-02;Mukendi18;Jean18;solidarite;41685.0;;Non
91;2025-08-02;Mukendi45;Jean45;urgence;92214.0;;Non
529;2025-08-02;Mukendi13;Jean138;ordinaire;8897.0;;Non
244;2025-08-01;Mukendi27;Jean27;ordinaire;89452.0;;Non
417;2025-08-01;Mukendi51;Jean51;ordinaire;19202.0;;Non
814;2025-08-01;Mukendi56;Jean56;urgence;3612.0;;Non
793;2025-08-01;Mukendi11;Jean110;solidarite;95952.0;;Non
184;2025-07-28;Mukendi64;Jean64;ordinaire;43372.0;;Non
49;2025-07-27;Mukendi13;Jean13;urgence;13097.0;;Non
857;2025-07-27;Mukendi58;Jean58;ordinaire;73561.0;;Non
182;2025-07-27;Mukendi12;Jean126;urgence;38777.0;;Non
536;2025-07-27;Mukendi13;Jean139;urgence;56591.0;;Non
1026;2025-07-26;Mukendi12;Jean12;solidarite;51014.0;;Non
1112;2025-07-26;Mukendi30;Jean30;ordinaire;87652.0;;Non
60;2025-07-26;Mukendi45;Jean45;solidarite;97542.0;;Non
103;2025-07-25;Mukendi15;Jean15;solidarite;28110.0;;Non
739;2025-07-24;Mukendi16;Jean16;urgence;41654.0;;Non
109;2025-07-24;Mukendi86;Jean86;urgence;88670.0;;Non
1145;2025-07-24;Mukendi14;Jean147;urgence;46135.0;;Non
181;2025-07-23;Mukendi26;Jean26;solidarite;22079.0;;Non
673;2025-07-23;Mukendi10;Jean104;solidarite;90744.0;;Non
269;2025-07-22;Mukendi15;Jean15;solidarite;63781.0;;Non
556;2025-07-22;Mukendi48;Jean48;solidarite;7755.0;;Non
8;2025-07-22;Mukendi51;Jean51;solidarite;94447.0;;Non
907;2025-07-22;Mukendi61;Jean61;urgence;8441.0;;Non
631;2025-07-22;Mukendi74;Jean74;ordinaire;91811.0;;Non
204;2025-07-22;Mukendi12;Jean121;solidarite;93435.0;;Non
77;2025-07-22;Mukendi14;Jean141;ordinaire;17683.0;;Non
590;2025-07-21;Mukendi43;Jean43;solidarite;11837.0;;Non
888;2025-07-21;Mukendi94;Jean94;urgence;61846.0;;Non
1054;2025-07-21;Mukendi13;Jean137;urgence;93109.0;;Non
880;2025-07-20;Mukendi82;Jean82;urgence;36313.0;;Non
1007;2025-07-20;Mukendi82;Jean82;solidarite;67074.0;;Non
69;2025-07-20;Mukendi88;Jean88;solidarite;96491.0;;Non
1009;2025-07-20;Mukendi11;Jean115;ordinaire;18481.0;;Non
273;2025-07-20;Mukendi14;Jean140;solidarite;94343.0;;Non
845;2025-07-19;Mukendi60;Jean60;ordinaire;13571.0;;Non
818;2025-07-19;Mukendi95;Jean95;urgence;93345.0;;Non
1040;2025-07-18;Mukendi17;Jean17;ordinaire;67209.0;;Non
52;2025-07-18;Mukendi11;Jean113;urgence;73309.0;;Non
1131;2025-07-17;Mukendi0;Jean0;urgence;89940.0;;Non
364;2025-07-17;Mukendi6;Jean6;ordinaire;55381.0;;Non
895;2025-07-17;Mukendi52;Jean52;urgence;36269.0;;Non
1101;2025-07-16;Mukendi52;Jean52;solidarite;68880.0;;Non
164;2025-07-15;Mukendi19;Jean19;ordinaire;21517.0;;Non
643;2025-07-15;Mukendi56;Jean56;solidarite;59429.0;;Non
295;2025-07-15;Mukendi13;Jean135;solidarite;29197.0;;Non
276;2025-07-15;Mukendi14;Jean141;ordinaire;95481.0;;Non
336;2025-07-14;Mukendi93;Jean93;solidarite;49870.0;;Non
1059;2025-07-14;Mukendi99;Jean99;urgence;60129.0;;Non
929;2025-07-14;Mukendi11;Jean111;solidarite;84032.0;;Non
588;2025-07-13;Mukendi8;Jean8;solidarite;13255.0;;Non
654;2025-07-13;Mukendi47;Jean47;urgence;84948.0;;Non
966;2025-07-13;Mukendi87;Jean87;ordinaire;24969.0;;Non
909;2025-07-13;Mukendi12;Jean127;solidarite;39745.0;;Non
17;2025-07-12;Mukendi24;Jean24;urgence;13704.0;;Non
457;2025-07-12;Mukendi30;Jean30;ordinaire;17864.0;;Non
721;2025-07-12;Mukendi31;Jean31;urgence;78276.0;;Non
1133;2025-07-12;Mukendi10;Jean109;solidarite;31079.0;;Non
380;2025-07-12;Mukendi12;Jean120;urgence;6706.0;;Non
64;2025-07-11;Mukendi6;Jean6;ordinaire;87511.0;;Non
392;2025-07-11;Mukendi10;Jean102;solidarite;98426.0;;Non
625;2025-07-11;Mukendi12;Jean122;ordinaire;42180.0;;Non
26;2025-07-09;Mukendi42;Jean42;ordinaire;50672.0;;Non
526;2025-07-09;Mukendi78;Jean78;ordinaire;95801.0;;Non
300;2025-07-09;Mukendi12;Jean124;solidarite;80570.0;;Non
627;2025-07-09;Mukendi14;Jean147;solidarite;32775.0;;Non
90;2025-07-08;Mukendi1;Jean1;ordinaire;99430.0;;Non
508;2025-07-08;Mukendi63;Jean63;solidarite;1895.0;;Non
1199;2025-07-07;Mukendi60;Jean60;solidarite;73789.0;;Non
698;2025-07-07;Mukendi91;Jean91;urgence;9300.0;;Non
195;2025-07-07;Mukendi11;Jean116;ordinaire;73255.0;;Non
16;2025-07-07;Mukendi12;Jean121;solidarite;32850.0;;Non
550;2025-07-06;Mukendi10;Jean104;solidarite;20558.0;;Non
1082;2025-07-06;Mukendi14;Jean145;solidarite;48774.0;;Non
112;2025-07-05;Mukendi6;Jean6;urgence;12003.0;;Non
1125;2025-07-05;Mukendi17;Jean17;solidarite;31122.0;;Non
884;2025-07-05;Mukendi79;Jean79;urgence;94004.0;;Non
38;2025-07-05;Mukendi80;Jean80;solidarite;32285.0;;Non
440;2025-07-05;Mukendi81;Jean81;solidarite;97233.0;;Non
945;2025-07-04;Mukendi29;Jean29;solidarite;55627.0;;Non
640;2025-07-04;Mukendi10;Jean102;solidarite;99655.0;;Non
680;2025-07-04;Mukendi11;Jean112;ordinaire;72611.0;;Non
293;2025-07-03;Mukendi36;Jean36;urgence;75228.0;;Non
759;2025-07-03;Mukendi57;Jean57;ordinaire;68603.0;;Non
988;2025-07-02;Mukendi4;Jean4;solidarite;14453.0;;Non
922;2025-07-02;Mukendi97;Jean97;solidarite;70446.0;;Non
453;2025-07-02;Mukendi10;Jean103;ordinaire;48964.0;;Non
25;2025-07-02;Mukendi12;Jean124;ordinaire;64092.0;;Non
59;2025-07-01;Mukendi60;Jean60;ordinaire;22299.0;;Non
71;2025-07-01;Mukendi65;Jean65;urgence;6817.0;;Non
312;2025-07-01;Mukendi10;Jean106;ordinaire;38947.0;;Non
209;2025-06-28;Mukendi10;Jean101;ordinaire;86175.0;;Non
287;2025-06-28;Mukendi12;Jean123;ordinaire;30392.0;;Non
201;2025-06-28;Mukendi13;Jean139;solidarite;50441.0;;Non
924;2025-06-28;Mukendi14;Jean145;ordinaire;60974.0;;Non
384;2025-06-27;Mukendi11;Jean11;urgence;47176.0;;Non
808;2025-06-27;Mukendi56;Jean56;solidarite;76457.0;;Non
965;2025-06-27;Mukendi68;Jean68;ordinaire;97084.0;;Non
262;2025-06-26;Mukendi6;Jean6;ordinaire;18275.0;;Non
460;2025-06-26;Mukendi9;Jean9;urgence;18961.0;;Non
961;2025-06-26;Mukendi44;Jean44;solidarite;6170.0;;Non
381;2025-06-26;Mukendi64;Jean64;ordinaire;98952.0;;Non
608;2025-06-25;Mukendi1;Jean1;solidarite;41405.0;;Non
452;2025-06-25;Mukendi34;Jean34;urgence;35664.0;;Non
57;2025-06-25;Mukendi63;Jean63;ordinaire;88416.0;;Non
50;2025-06-25;Mukendi70;Jean70;ordinaire;6778.0;;Non
484;2025-06-25;Mukendi13;Jean139;solidarite;50767.0;;Non
1169;2025-06-25;Mukendi14;Jean144;ordinaire;64390.0;;Non
827;2025-06-24;Mukendi26;Jean26;ordinaire;66035.0;;Non
865;2025-06-24;Mukendi37;Jean37;solidarite;78994.0;;Non
203;2025-06-24;Mukendi59;Jean59;ordinaire;54841.0;;Non
996;2025-06-23;Mukendi74;Jean74;urgence;72786.0;;Non
875;2025-06-23;Mukendi10;Jean102;solidarite;6083.0;;Non
636;2025-06-23;Mukendi10;Jean107;ordinaire;72256.0;;Non
993;2025-06-23;Mukendi12;Jean121;urgence;94933.0;;Non
941;2025-06-23;Mukendi12;Jean129;ordinaire;23149.0;;Non
1159;2025-06-22;Mukendi22;Jean22;solidarite;37167.0;;Non
413;2025-06-22;Mukendi11;Jean113;urgence;12506.0;;Non
925;2025-06-21;Mukendi46;Jean46;solidarite;11592.0;;Non
554;2025-06-21;Mukendi62;Jean62;ordinaire;34422.0;;Non
65;2025-06-21;Mukendi71;Jean71;solidarite;10099.0;;Non
916;2025-06-21;Mukendi14;Jean143;urgence;24995.0;;Non
174;2025-06-20;Mukendi10;Jean10;urgence;57626.0;;Non
1036;2025-06-20;Mukendi39;Jean39;ordinaire;6235.0;;Non
399;2025-06-20;Mukendi11;Jean114;urgence;6551.0;;Non
660;2025-06-20;Mukendi12;Jean125;urgence;70168.0;;Non
1141;2025-06-20;Mukendi13;Jean137;urgence;56517.0;;Non
1192;2025-06-20;Mukendi14;Jean148;solidarite;14205.0;;Non
226;2025-06-19;Mukendi60;Jean60;urgence;50986.0;;Non
696;2025-06-19;Mukendi94;Jean94;solidarite;60597.0;;Non
126;2025-06-18;Mukendi30;Jean30;ordinaire;75177.0;;Non
686;2025-06-18;Mukendi52;Jean52;urgence;8780.0;;Non
99;2025-06-18;Mukendi60;Jean60;solidarite;36614.0;;Non
1015;2025-06-18;Mukendi82;Jean82;ordinaire;94107.0;;Non
254;2025-06-18;Mukendi92;Jean92;urgence;14022.0;;Non
602;2025-06-18;Mukendi11;Jean115;ordinaire;65304.0;;Non
482;2025-06-18;Mukendi12;Jean125;solidarite;42555.0;;Non
200;2025-06-18;Mukendi13;Jean137;solidarite;64483.0;;Non
454;2025-06-18;Mukendi14;Jean145;ordinaire;74638.0;;Non
744;2025-06-17;Mukendi2;Jean2;solidarite;22473.0;;Non
1173;2025-06-17;Mukendi58;Jean58;solidarite;42383.0;;Non
326;2025-06-17;Mukendi70;Jean70;ordinaire;78518.0;;Non
1048;2025-06-17;Mukendi72;Jean72;urgence;4238.0;;Non
563;2025-06-17;Mukendi91;Jean91;solidarite;41425.0;;Non
801;2025-06-16;Mukendi4;Jean4;urgence;51134.0;;Non
647;2025-06-16;Mukendi52;Jean52;solidarite;69303.0;;Non
1184;2025-06-16;Mukendi12;Jean123;urgence;49653.0;;Non
646;2025-06-15;Mukendi36;Jean36;solidarite;46656.0;;Non
1124;2025-06-15;Mukendi42;Jean42;urgence;95920.0;;Non
622;2025-06-15;Mukendi85;Jean85;solidarite;82289.0;;Non
418;2025-06-15;Mukendi92;Jean92;urgence;73616.0;;Non
771;2025-06-15;Mukendi13;Jean133;urgence;55140.0;;Non
81;2025-06-15;Mukendi14;Jean148;urgence;80516.0;;Non
1035;2025-06-15;Mukendi14;Jean149;ordinaire;34425.0;;Non
923;2025-06-14;Mukendi38;Jean38;ordinaire;19004.0;;Non
565;2025-06-14;Mukendi81;Jean81;solidarite;27624.0;;Non
391;2025-06-14;Mukendi84;Jean84;ordinaire;36811.0;;Non
278;2025-06-14;Mukendi10;Jean106;ordinaire;96631.0;;Non
143;2025-06-14;Mukendi12;Jean121;urgence;73544.0;;Non
1046;2025-06-13;Mukendi62;Jean62;urgence;6226.0;;Non
1092;2025-06-13;Mukendi12;Jean120;ordinaire;86709.0;;Non
405;2025-06-12;Mukendi39;Jean39;solidarite;90006.0;;Non
1042;2025-06-12;Mukendi54;Jean54;solidarite;87944.0;;Non
1194;2025-06-12;Mukendi68;Jean68;urgence;62780.0;;Non
891;2025-06-12;Mukendi12;Jean121;urgence;77923.0;;Non
658;2025-06-11;Mukendi26;Jean26;ordinaire;71371.0;;Non
466;2025-06-11;Mukendi76;Jean76;ordinaire;63245.0;;Non
114;2025-06-11;Mukendi83;Jean83;solidarite;28742.0;;Non
180;2025-06-11;Mukendi12;Jean120;solidarite;46607.0;;Non
715;2025-06-10;Mukendi26;Jean26;solidarite;14526.0;;Non
933;2025-06-10;Mukendi63;Jean63;urgence;30657.0;;Non
1008;2025-06-10;Mukendi63;Jean63;solidarite;36860.0;;Non
42;2025-06-10;Mukendi89;Jean89;ordinaire;10016.0;;Non
509;2025-06-10;Mukendi11;Jean114;solidarite;99796.0;;Non
346;2025-06-10;Mukendi13;Jean130;ordinaire;48425.0;;Non
837;2025-06-09;Mukendi8;Jean8;ordinaire;39654.0;;Non
831;2025-06-09;Mukendi63;Jean63;ordinaire;91855.0;;Non
706;2025-06-09;Mukendi70;Jean70;urgence;13234.0;;Non
918;2025-06-09;Mukendi78;Jean78;solidarite;56112.0;;Non
983;2025-06-09;Mukendi12;Jean125;ordinaire;43026.0;;Non
570;2025-06-09;Mukendi14;Jean140;urgence;86800.0;;Non
955;2025-06-08;Mukendi53;Jean53;solidarite;91204.0;;Non
230;2025-06-08;Mukendi73;Jean73;urgence;31162.0;;Non
316;2025-06-08;Mukendi10;Jean101;urgence;41668.0;;Non
1041;2025-06-08;Mukendi13;Jean137;ordinaire;53876.0;;Non
761;2025-06-07;Mukendi14;Jean141;ordinaire;60866.0;;Non
828;2025-06-06;Mukendi19;Jean19;solidarite;32194.0;;Non
852;2025-06-06;Mukendi47;Jean47;solidarite;49630.0;;Non
638;2025-06-06;Mukendi63;Jean63;urgence;87193.0;;Non
135;2025-06-06;Mukendi86;Jean86;solidarite;4761.0;;Non
572;2025-06-06;Mukendi11;Jean117;urgence;23050.0;;Non
121;2025-06-06;Mukendi11;Jean119;solidarite;92680.0;;Non
154;2025-06-06;Mukendi12;Jean120;solidarite;63746.0;;Non
819;2025-06-05;Mukendi25;Jean25;solidarite;45113.0;;Non
383;2025-06-05;Mukendi26;Jean26;urgence;77271.0;;Non
537;2025-06-05;Mukendi58;Jean58;solidarite;33441.0;;Non
279;2025-06-05;Mukendi80;Jean80;solidarite;88177.0;;Non
423;2025-06-05;Mukendi11;Jean119;urgence;90143.0;;Non
285;2025-06-04;Mukendi73;Jean73;solidarite;79696.0;;Non
791;2025-06-04;Mukendi11;Jean113;ordinaire;17880.0;;Non
533;2025-06-04;Mukendi13;Jean138;urgence;18431.0;;Non
817;2025-06-03;Mukendi36;Jean36;urgence;15538.0;;Non
760;2025-06-03;Mukendi11;Jean119;solidarite;38002.0;;Non
1038;2025-06-03;Mukendi12;Jean125;urgence;76061.0;;Non
599;2025-06-02;Mukendi20;Jean20;urgence;66639.0;;Non
30;2025-06-02;Mukendi13;Jean138;urgence;8989.0;;Non
10;2025-06-01;Mukendi63;Jean63;ordinaire;30451.0;;Non
125;2025-05-28;Mukendi62;Jean62;urgence;14356.0;;Non
48;2025-05-28;Mukendi67;Jean67;solidarite;67244.0;;Non
688;2025-05-28;Mukendi74;Jean74;urgence;38923.0;;Non
198;2025-05-27;Mukendi0;Jean0;urgence;38072.0;;Non
847;2025-05-27;Mukendi0;Jean0;ordinaire;57047.0;;Non
789;2025-05-27;Mukendi21;Jean21;urgence;77326.0;;Non
952;2025-05-27;Mukendi50;Jean50;ordinaire;80823.0;;Non
115;2025-05-27;Mukendi97;Jean97;solidarite;37471.0;;Non
197;2025-05-27;Mukendi10;Jean106;urgence;45548.0;;Non
467;2025-05-26;Mukendi28;Jean28;urgence;55596.0;;Non
1198;2025-05-26;Mukendi58;Jean58;urgence;14090.0;;Non
604;2025-05-26;Mukendi97;Jean97;urgence;12232.0;;Non
942;2025-05-25;Mukendi9;Jean9;urgence;50177.0;;Non
1064;2025-05-25;Mukendi77;Jean77;ordinaire;80503.0;;Non
105;2025-05-25;Mukendi12;Jean122;solidarite;1772.0;;Non
708;2025-05-24;Mukendi13;Jean13;urgence;52949.0;;Non
296;2025-05-24;Mukendi87;Jean87;solidarite;21631.0;;Non
485;2025-05-23;Mukendi37;Jean37;ordinaire;39070.0;;Non
291;2025-05-23;Mukendi68;Jean68;ordinaire;4794.0;;Non
659;2025-05-22;Mukendi50;Jean50;ordinaire;60972.0;;Non
1020;2025-05-22;Mukendi51;Jean51;ordinaire;35993.0;;Non
468;2025-05-21;Mukendi6;Jean6;solidarite;79238.0;;Non
433;2025-05-21;Mukendi11;Jean11;urgence;85076.0;;Non
733;2025-05-21;Mukendi15;Jean15;urgence;53163.0;;Non
974;2025-05-21;Mukendi11;Jean112;ordinaire;7025.0;;Non
1135;2025-05-20;Mukendi12;Jean122;ordinaire;31475.0;;Non
46;2025-05-20;Mukendi14;Jean141;solidarite;21374.0;;Non
498;2025-05-19;Mukendi74;Jean74;ordinaire;5910.0;;Non
288;2025-05-19;Mukendi14;Jean142;ordinaire;49176.0;;Non
1057;2025-05-18;Mukendi18;Jean18;ordinaire;8113.0;;Non
190;2025-05-18;Mukendi61;Jean61;ordinaire;94032.0;;Non
137;2025-05-18;Mukendi71;Jean71;urgence;79139.0;;Non
747;2025-05-17;Mukendi7;Jean7;solidarite;44910.0;;Non
193;2025-05-17;Mukendi39;Jean39;urgence;66323.0;;Non
388;2025-05-17;Mukendi51;Jean51;solidarite;6492.0;;Non
172;2025-05-17;Mukendi77;Jean77;solidarite;92715.0;;Non
6;2025-05-17;Mukendi12;Jean121;ordinaire;73063.0;;Non
1031;2025-05-15;Mukendi50;Jean50;ordinaire;96015.0;;Non
795;2025-05-15;Mukendi54;Jean54;solidarite;25530.0;;Non
535;2025-05-15;Mukendi57;Jean57;ordinaire;1455.0;;Non
442;2025-05-15;Mukendi61;Jean61;ordinaire;62141.0;;Non
188;2025-05-15;Mukendi68;Jean68;ordinaire;72987.0;;Non
1196;2025-05-15;Mukendi95;Jean95;solidarite;48851.0;;Non
1058;2025-05-14;Mukendi18;Jean18;ordinaire;76361.0;;Non
375;2025-05-14;Mukendi61;Jean61;ordinaire;95181.0;;Non
613;2025-05-14;Mukendi83;Jean83;ordinaire;51493.0;;Non
113;2025-05-13;Mukendi11;Jean118;ordinaire;24819.0;;Non
208;2025-05-11;Mukendi39;Jean39;solidarite;10807.0;;Non
699;2025-05-11;Mukendi10;Jean109;solidarite;28767.0;;Non
132;2025-05-11;Mukendi11;Jean111;urgence;96817.0;;Non
136;2025-05-11;Mukendi12;Jean124;solidarite;28802.0;;Non
1166;2025-05-11;Mukendi14;Jean143;urgence;10487.0;;Non
877;2025-05-10;Mukendi95;Jean95;solidarite;3651.0;;Non
844;2025-05-10;Mukendi13;Jean138;urgence;35768.0;;Non
1144;2025-05-10;Mukendi14;Jean143;solidarite;73733.0;;Non
616;2025-05-09;Mukendi43;Jean43;solidarite;19198.0;;Non
1140;2025-05-09;Mukendi10;Jean109;urgence;86403.0;;Non
546;2025-05-09;Mukendi13;Jean133;solidarite;29972.0;;Non
543;2025-05-08;Mukendi14;Jean14;urgence;19367.0;;Non
212;2025-05-08;Mukendi60;Jean60;urgence;83727.0;;Non
1193;2025-05-08;Mukendi66;Jean66;urgence;25530.0;;Non
149;2025-05-08;Mukendi72;Jean72;ordinaire;14176.0;;Non
776;2025-05-08;Mukendi83;Jean83;solidarite;42688.0;;Non
632;2025-05-08;Mukendi12;Jean127;urgence;19242.0;;Non
371;2025-05-08;Mukendi13;Jean135;ordinaire;56476.0;;Non
1174;2025-05-08;Mukendi13;Jean137;urgence;2274.0;;Non
830;2025-05-07;Mukendi85;Jean85;ordinaire;59540.0;;Non
255;2025-05-07;Mukendi91;Jean91;solidarite;8936.0;;Non
428;2025-05-07;Mukendi13;Jean132;ordinaire;38230.0;;Non
